-0.48148,-1,-1,-1,-1,-1,-1,0.62667,-0.91176,-0.054945,-0.90533,-0.31073,-0.77982,-0.93103,-0.77778,-1,-0.055118,0.17431,-0.19266,-0.45725,1,2
-0.037037,-0.36842,-1,-0.2,-0.6,-1,-1,-0.86667,-0.44118,-1,-0.58974,0.43503,-0.66972,0.31034,-0.33333,-0.8,0.27559,0.15596,0.15596,-0.91078,0,1
0,-0.68421,-1,0.066667,-0.6,-1,-1,-0.89333,-0.44118,-1,-0.4714,0.43503,-0.66972,0.31034,-0.44444,-0.8,0.27559,0.13761,0.11927,-0.90335,0,1
0.037037,-0.68421,-1,0.066667,-0.6,-1,-1,-0.89333,-0.35294,-1,-0.092702,0.28814,-0.94495,-0.17241,0.22222,-1,0.2126,0.11927,0.10092,-0.90335,1,1
-0.037037,-0.26316,-1,0.066667,-1,-1,-1,-0.89333,-0.35294,-1,-0.21499,0.28814,-0.94495,-0.17241,0,-1,0.2126,0.15596,0.11927,-0.91822,1,1
0.037037,-0.89474,-1,0.33333,0.2,-1,-0.2,-0.62667,0.67647,-1,-1,0.66102,-1,0.34483,-0.44444,-0.4,-0.74803,-0.37615,-0.44954,0.26394,0,3
0.037037,-0.89474,-1,0.73333,0.066667,-1,0.2,-0.54667,0.79412,-1,-1,0.66102,-1,0.34483,-0.33333,-0.4,-0.82677,-0.37615,-0.46789,0.59851,0,3
-0.40741,-1,-1,-1,-1,-1,-1,0.89333,-0.91176,-0.86813,-0.38462,-0.26554,-0.77982,-0.86207,-1,-1,-0.023622,-0.10092,-0.15596,-0.9777,1,3
-0.40741,-1,-1,-0.73333,-1,-1,-1,0.92,-0.91176,-0.89011,-0.46351,-0.26554,-0.77982,-0.86207,-1,-1,-0.023622,-0.10092,-0.15596,-0.9777,1,3
-0.40741,-1,-1,-0.6,-1,-1,-1,0.97333,-0.97059,-0.86813,-0.58185,-0.26554,-0.77982,-0.86207,-0.88889,-1,-0.023622,-0.10092,-0.15596,-0.99257,1,3
0.66667,-1,-1,-0.86667,-0.86667,-1,-1,0.38667,-0.5,-0.8022,0.088757,0.43503,-0.88991,0.10345,-0.77778,-1,0.41732,0.37615,0.3578,-0.93309,1,2
0.62963,-1,-1,-0.86667,-0.86667,-1,-1,0.38667,-0.47059,-0.82418,0.16371,0.43503,-0.88991,0.10345,-0.44444,-1,0.41732,0.37615,0.3578,-0.92565,1,2
-0.074074,-0.47368,-0.70062,0.066667,-0.6,-1,-1,-0.57333,-0.64706,-1,-0.49112,-0.28814,-0.30275,-0.44828,-0.44444,-1,0.1811,0.11927,0.10092,-0.94796,1,1
-0.074074,-0.052632,-0.076923,-0.2,-0.73333,-1,-1,-0.57333,-0.61765,-1,-0.78698,-0.050847,-0.61468,-0.37931,-0.77778,-1,0.27559,0.17431,0.17431,-0.92565,1,1
-0.11111,-0.36842,0.69647,-0.46667,-0.33333,-1,-0.6,-0.76,-0.38235,-1,-0.68836,0.17514,-0.68807,-0.10345,-0.22222,-1,0.30709,-0.045872,0.06422,-0.43494,0,1
-0.11111,-0.36842,0.58004,-0.46667,-0.46667,-1,-0.6,-0.81333,-0.38235,-1,-0.6568,0.17514,-0.68807,-0.10345,-0.66667,-1,0.16535,-0.0091743,0.027523,-0.6803,0,1
-0.11111,-0.36842,0.83368,-0.33333,-0.33333,-1,-1,-0.68,-0.44118,-1,-0.57002,0.37853,-0.94495,-0.034483,-0.44444,-1,0.30709,0.0091743,0.11927,-0.47955,1,1
-0.074074,-0.78947,0.59252,-0.6,-0.33333,-1,-0.2,-0.84,-0.35294,-1,-0.45168,0.17514,-0.68807,-0.10345,-0.44444,-1,0.16535,-0.045872,0.0091743,-0.66543,0,2
-0.11111,-0.68421,0.87526,-0.2,-0.46667,-1,-0.6,-0.70667,-0.5,-1,-0.65286,0.084746,-0.83486,-0.37931,-0.33333,-1,0.14961,-0.06422,-0.045872,-0.73234,1,1
-0.11111,-0.47368,0.9501,-0.33333,-0.46667,-1,-0.6,-0.54667,-0.55882,-1,-0.69231,0.23164,-0.72477,-0.051724,-0.33333,-0.8,0.14961,0.027523,0.027523,-0.79926,0,1
-0.14815,-1,0.41372,-0.46667,-0.73333,-1,0.2,-0.52,-0.44118,-1,-0.66469,0.41243,-0.92661,0.034483,0.44444,-1,0.086614,-0.43119,-0.21101,0.026022,0,3
-0.18519,-0.47368,0.76715,-0.6,-0.6,-1,-0.2,-0.62667,-0.55882,-1,-0.7357,0.55932,-0.87156,0.31034,0,-1,0.086614,-0.045872,0.0091743,-0.74721,0,1
-0.18519,-1,0.38877,-0.6,-0.6,-1,0.2,-0.41333,-0.32353,-1,-0.84221,0.60452,-0.92661,0.32759,0.22222,-0.8,-0.76378,-0.52294,-0.54128,0.10037,-1,3
-0.18519,-1,-1,-1,-1,-1,-1,0.81333,-0.91176,-1,-0.73176,-0.85311,0.17431,-0.86207,-1,-1,0.03937,-0.06422,-0.11927,-0.99257,1,3
-0.18519,-1,-1,-0.6,-1,-1,-1,0.97333,-0.97059,0.73626,-0.8856,-0.85311,0.17431,-0.86207,-1,-1,0.070866,-0.027523,-0.045872,-1,1,3
-0.33333,-1,-1,-1,-1,-1,-1,0.97333,-0.97059,0.58242,-0.84221,-0.89831,0.24771,-0.86207,-0.88889,-1,0.007874,-0.06422,-0.11927,-1,0,3
-0.33333,-1,-1,-1,-1,-1,-1,0.97333,-0.94118,-0.69231,-0.81065,-0.76271,0.3211,-0.58621,-0.88889,-1,0.03937,-0.027523,-0.082569,-1,-1,3
-0.33333,-1,-1,-1,-1,-1,-1,1,-1,0.56044,-0.86588,-0.9209,0.24771,-0.89655,-1,-1,0.007874,-0.082569,-0.11927,-1,0,3
-0.037037,-1,-0.43867,-0.86667,0.066667,-1,-0.6,-0.54667,0.23529,-1,-0.5858,0.55932,-1,0.18966,-0.22222,-0.8,0.14961,-0.15596,-0.045872,-0.45725,0,2
-0.037037,-1,-0.58836,-1,0.6,-1,-1,-0.62667,0.70588,-1,-0.80276,0.58192,-1,0.22414,0.11111,-1,0.14961,-0.26606,-0.26606,-0.33829,0,1
-0.037037,-1,-0.55094,-0.73333,0.33333,-1,-1,-0.62667,0.26471,-1,-0.5069,0.64972,-1,0.32759,0,-1,0.14961,-0.13761,-0.10092,-0.58364,0,1
-0.037037,-1,-0.5343,-0.46667,0.86667,-1,-1,-0.73333,0.97059,-1,-0.75148,0.64972,-1,0.32759,0.11111,-1,-0.007874,-0.2844,-0.30275,-0.50929,0,1
-0.037037,-1,-0.62994,-0.86667,0.33333,-1,-1,-0.54667,-0.20588,-1,-0.40434,0.59322,-1,0.24138,0.22222,-0.8,0.14961,-0.06422,-0.027523,-0.73978,0,1
-0.48148,-0.15789,-0.57173,-0.86667,-0.86667,-1,-1,-0.57333,-0.058824,-1,-0.14398,0.38983,-0.90826,0.017241,0.44444,-1,-0.03937,-0.06422,-0.10092,-0.81413,0,1
-0.48148,-0.052632,-0.64657,-0.73333,-0.73333,-1,-1,-0.57333,-0.11765,-1,-0.51085,0.41243,-0.94495,0.017241,0,-0.8,0.086614,-0.045872,-0.082569,-0.81413,0,1
-0.48148,-0.36842,-0.54678,-0.066667,-1,-1,-1,-0.6,0.029412,-1,-0.045365,0.59322,-0.98165,0.25862,0.22222,-1,0.023622,-0.06422,-0.10092,-0.82156,0,1
-0.66667,-0.47368,-0.67152,-0.33333,-0.6,-1,-1,-0.70667,-0.058824,-1,-0.25838,0.43503,-0.9633,0.034483,0,-1,-0.070866,-0.21101,-0.24771,-0.84387,0,1
-0.7037,-0.47368,-1,-0.33333,-0.6,-1,-1,-0.68,-0.11765,-1,-0.36095,0.48023,-0.9633,0.10345,-0.11111,-1,-0.10236,-0.22936,-0.26606,-0.85874,0,1
-0.66667,-0.36842,-0.72973,-0.46667,-0.86667,-1,-1,-0.73333,0,-1,-0.22682,0.52542,-1,0.13793,-0.11111,-1,-0.10236,-0.19266,-0.22936,-0.84387,0,1
-0.66667,-0.052632,-0.77131,-0.33333,-1,-1,-1,-0.6,-0.38235,-1,-0.51085,0.42373,-0.94495,0.034483,-0.22222,-1,-0.070866,-0.13761,-0.21101,-0.89591,0,1
-0.7037,-0.15789,-0.75884,-0.066667,-0.86667,-1,-1,-0.57333,-0.41176,-1,-0.51874,0.073446,-0.90826,-0.46552,-0.22222,-0.8,-0.070866,-0.15596,-0.21101,-0.90335,0,1
-0.7037,-0.36842,-0.80457,0.2,-1,-1,-1,-0.6,-0.35294,-1,-0.46746,0.41243,-0.92661,0.034483,-0.33333,-1,-0.070866,-0.17431,-0.22936,-0.90335,0,1
-0.62963,-0.78947,-0.842,-0.33333,-1,-1,-1,-0.25333,-0.58824,-0.97802,-0.47535,0.016949,-0.90826,-0.55172,-0.33333,-1,0.055118,-0.06422,-0.082569,-0.93309,1,1
-0.62963,-0.57895,-0.9501,-0.33333,-1,-1,-1,-0.25333,-0.52941,-0.97802,-0.5503,0.57062,-0.9633,0.24138,0.44444,-0.8,0.023622,-0.10092,-0.11927,-0.93309,0,1
-0.40741,-1,-0.92516,-0.6,-0.33333,-1,-1,-0.73333,0.23529,-1,-0.40039,0.66102,-1,0.34483,-0.22222,-1,-0.070866,-0.26606,-0.26606,-0.82156,0,1
-0.40741,-1,-0.91684,-0.6,-0.2,-1,-1,-0.76,0.32353,-1,-0.38067,0.66102,-1,0.34483,-0.11111,-1,-0.11811,-0.2844,-0.26606,-0.829,0,1
